asset,entry_time,exit_time,entry_price,exit_price,direction,session,attempt,status,position_size,risk_amount,pnl,return_pct,holding_time,ref_close,date,day_of_week,duration_minutes
XAUUSD,2020-01-02 00:00:00+00:00,2020-01-02 08:00:00+00:00,1518.715,1518.975,long,asian,1,session_close,131.69027763602608,1000.0,14.239472185365585,0.00014239472185365585,0 days 08:00:00,1516.915,2020-01-02,Thursday,480.0
XAUUSD,2020-01-02 08:00:00+00:00,2020-01-02 13:51:00+00:00,1518.975,1526.5698749999997,long,london,1,tp_hit,131.66773646702543,1000.0,979.9999999999701,0.009799999999999701,0 days 05:51:00,1516.915,2020-01-02,Thursday,351.0
XAUUSD,2020-01-02 13:00:00+00:00,2020-01-02 15:31:00+00:00,1523.275,1530.891375,long,us,1,tp_hit,131.29605619471099,1000.0,979.9999999999701,0.009799999999999701,0 days 02:31:00,1516.915,2020-01-02,Thursday,151.0
XAUUSD,2020-01-03 00:00:00+00:00,2020-01-03 02:15:00+00:00,1529.165,1536.8108249999998,long,asian,1,tp_hit,130.80895713959526,1000.1423947218536,980.1395468273869,0.009799999999999703,0 days 02:15:00,1519.128,2020-01-03,Friday,135.0
XAUUSD,2020-01-03 08:00:00+00:00,2020-01-03 16:00:00+00:00,1545.038,1549.008,long,london,1,session_close,130.71523159947978,1009.7999999999997,498.74346944993835,0.004939032179143776,0 days 08:00:00,1529.108,2020-01-03,Friday,480.0
XAUUSD,2020-01-03 13:00:00+00:00,2020-01-03 21:00:00+00:00,1546.215,1548.798,long,us,1,session_close,130.61572937786923,1009.7999999999997,317.18442898304716,0.0031410618833734127,0 days 08:00:00,1528.298,2020-01-03,Friday,480.0
XAUUSD,2020-01-06 00:00:00+00:00,2020-01-06 01:12:00+00:00,1568.425,1576.2671249999999,long,asian,1,tp_hit,128.78445449290095,1009.9437901901275,989.7449143863249,0.0098,0 days 01:12:00,1551.515,2020-01-06,Monday,72.0
XAUUSD,2020-01-06 08:00:00+00:00,2020-01-06 15:36:00+00:00,1572.255,1564.3937250000001,long,london,1,sl_hit,129.08687645381977,1014.7874346944991,-1035.083183388389,-0.0102,0 days 07:36:00,1551.515,2020-01-06,Monday,456.0
XAUUSD,2020-01-06 13:00:00+00:00,2020-01-06 15:27:00+00:00,1576.305,1568.423475,long,us,1,sl_hit,128.52485328535136,1012.9718442898302,-1033.2312811756267,-0.010199999999999999,0 days 02:27:00,1551.515,2020-01-06,Monday,147.0
XAUUSD,2020-01-06 15:27:00+00:00,2020-01-06 21:00:00+00:00,1568.423475,1565.708,long,us,2,session_close,127.85316560988969,1002.639531478074,-367.23486551407274,-0.003662680893627857,0 days 05:33:00,1551.515,2020-01-06,Monday,333.0
XAUUSD,2020-01-06 15:36:00+00:00,2020-01-06 16:00:00+00:00,1564.3937250000001,1563.958,long,london,2,session_close,128.41225157185045,1004.4366028606153,-76.04116037336297,-0.0007570528608455652,0 days 00:24:00,1551.515,2020-01-06,Monday,24.0
XAUUSD,2020-01-07 00:00:00+00:00,2020-01-07 02:08:00+00:00,1563.795,1555.9760250000002,short,asian,1,tp_hit,130.4315769437813,1019.8412393339905,999.4444145473108,0.009800000000000001,0 days 02:08:00,1574.155,2020-01-07,Tuesday,128.0
XAUUSD,2020-01-07 08:00:00+00:00,2020-01-07 16:00:00+00:00,1569.448,1568.498,long,london,1,session_close,127.90180894899026,1003.6761912568816,-141.5802423266842,-0.0014106167263904746,0 days 08:00:00,1564.165,2020-01-07,Tuesday,480.0
XAUUSD,2020-01-07 13:00:00+00:00,2020-01-07 21:00:00+00:00,1565.535,1571.775,long,us,1,session_close,127.61991048720513,998.9671828229333,776.3688977837024,0.007771715739347903,0 days 08:00:00,1565.508,2020-01-07,Tuesday,480.0
