entry_time,exit_time,holding_time_minutes,date,day_of_week,session,direction,attempt,ref_close,entry_price,exit_price,stop_loss,take_profit,status,pnl,r_multiple,price_vs_ref,risk_amount,reward_amount,risk_reward_ratio,session_time_range,cumulative_pnl
2023-11-09 13:00:00+00:00,2023-11-09 15:44:00+00:00,164.0,2023-11-09,Thursday,us,short,1,1949.595,1945.715,1963.215,1963.215,1928.215,sl_hit,-17.5,-1.0,-0.1990156930029113,17.5,17.5,1,13:00-21:00,-17.20600000000036
2023-11-09 15:44:00+00:00,2023-11-09 21:00:00+00:00,316.0,2023-11-09,Thursday,us,short,2,1949.595,1963.215,1957.335,1980.715,1928.215,session_close,5.879999999999882,0.33599999999999325,0.6986066336854522,17.5,35.0,2,13:00-21:00,-11.326000000000477
2023-11-10 00:00:00+00:00,2023-11-10 08:00:00+00:00,480.0,2023-11-10,Friday,asian,long,1,1949.255,1958.845,1954.905,1941.345,1976.345,session_close,-3.9400000000000546,-0.22514285714286025,0.4919828344675231,17.5,17.5,1,00:00-08:00,-15.266000000000531
2023-11-10 08:00:00+00:00,2023-11-10 16:00:00+00:00,480.0,2023-11-10,Friday,london,short,1,1962.885,1954.905,1941.225,1972.405,1937.405,session_close,13.680000000000064,0.7817142857142894,-0.40654444860498795,17.5,17.5,1,08:00-16:00,-1.5860000000004675
2023-11-10 13:00:00+00:00,2023-11-10 21:00:00+00:00,480.0,2023-11-10,Friday,us,short,1,1957.125,1947.425,1936.145,1964.925,1929.925,session_close,11.279999999999973,0.644571428571427,-0.4956249600817549,17.5,17.5,1,13:00-21:00,9.693999999999505
2023-11-13 00:00:00+00:00,2023-11-13 08:00:00+00:00,480.0,2023-11-13,Monday,asian,long,1,1938.148,1940.184,1939.045,1922.684,1957.684,session_close,-1.1389999999998963,-0.06508571428570836,0.10504873724813885,17.5,17.5,1,00:00-08:00,8.554999999999609
2023-11-13 08:00:00+00:00,2023-11-13 16:00:00+00:00,480.0,2023-11-13,Monday,london,long,1,1938.148,1939.045,1938.795,1921.545,1956.545,session_close,-0.25,-0.014285714285714285,0.046281295339683136,17.5,17.5,1,08:00-16:00,8.304999999999609
2023-11-13 13:00:00+00:00,2023-11-13 21:00:00+00:00,480.0,2023-11-13,Monday,us,short,1,1938.148,1936.028,1946.205,1953.528,1918.528,session_close,-10.176999999999907,-0.5815428571428518,-0.1093827715943205,17.5,17.5,1,13:00-21:00,-1.8720000000002983
2023-11-14 00:00:00+00:00,2023-11-14 08:00:00+00:00,480.0,2023-11-14,Tuesday,asian,long,1,1938.685,1946.785,1945.625,1929.285,1964.285,session_close,-1.1600000000000819,-0.06628571428571896,0.4178089787665421,17.5,17.5,1,00:00-08:00,-3.03200000000038
2023-11-14 08:00:00+00:00,2023-11-14 14:36:00+00:00,396.0,2023-11-14,Tuesday,london,long,1,1938.345,1945.625,1963.125,1928.125,1963.125,tp_hit,17.5,1.0,0.3755781349553342,17.5,17.5,1,08:00-16:00,14.46799999999962
2023-11-14 13:00:00+00:00,2023-11-14 14:35:00+00:00,95.0,2023-11-14,Tuesday,us,short,1,1946.568,1945.265,1962.765,1962.765,1927.765,sl_hit,-17.5,-1.0,-0.0669383242712242,17.5,17.5,1,13:00-21:00,-3.03200000000038
2023-11-14 14:35:00+00:00,2023-11-14 21:00:00+00:00,385.0,2023-11-14,Tuesday,us,short,2,1946.568,1962.765,1963.418,1980.265,1927.765,session_close,-0.6529999999997926,-0.037314285714273865,0.832079845142842,17.5,35.0,2,13:00-21:00,-3.685000000000173
2023-11-15 00:00:00+00:00,2023-11-15 08:00:00+00:00,480.0,2023-11-15,Wednesday,asian,long,1,1945.505,1962.075,1970.235,1944.575,1979.575,session_close,8.159999999999854,0.466285714285706,0.8517068833027895,17.5,17.5,1,00:00-08:00,4.474999999999682
2023-11-15 08:00:00+00:00,2023-11-15 16:00:00+00:00,480.0,2023-11-15,Wednesday,london,long,1,1964.315,1970.235,1963.185,1952.735,1987.735,session_close,-7.0499999999999545,-0.40285714285714025,0.3013773249198751,17.5,17.5,1,08:00-16:00,-2.575000000000273
2023-11-15 13:00:00+00:00,2023-11-15 21:00:00+00:00,480.0,2023-11-15,Wednesday,us,long,1,1963.698,1970.915,1959.385,1953.415,1988.415,session_close,-11.529999999999973,-0.6588571428571413,0.36752087133560607,17.5,17.5,1,13:00-21:00,-14.105000000000246
2023-11-16 00:00:00+00:00,2023-11-16 08:00:00+00:00,480.0,2023-11-16,Thursday,asian,short,1,1970.235,1960.395,1966.585,1977.895,1942.895,session_close,-6.190000000000055,-0.3537142857142888,-0.4994328087766139,17.5,17.5,1,00:00-08:00,-20.2950000000003
2023-11-16 08:00:00+00:00,2023-11-16 15:18:00+00:00,438.0,2023-11-16,Thursday,london,long,1,1962.998,1966.585,1984.085,1949.085,1984.085,tp_hit,17.5,1.0,0.18273070069353045,17.5,17.5,1,08:00-16:00,-2.7950000000003
2023-11-16 13:00:00+00:00,2023-11-16 14:49:00+00:00,109.0,2023-11-16,Thursday,us,long,1,1959.375,1964.635,1982.135,1947.135,1982.135,tp_hit,17.5,1.0,0.2684529505582132,17.5,17.5,1,13:00-21:00,14.7049999999997
2023-11-17 00:00:00+00:00,2023-11-17 08:00:00+00:00,480.0,2023-11-17,Friday,asian,long,1,1966.405,1982.425,1986.505,1964.925,1999.925,session_close,4.080000000000155,0.23314285714286598,0.814684665671618,17.5,17.5,1,00:00-08:00,18.784999999999854
2023-11-17 08:00:00+00:00,2023-11-17 16:00:00+00:00,480.0,2023-11-17,Friday,london,long,1,1984.768,1986.505,1983.455,1969.005,2004.005,session_close,-3.050000000000182,-0.17428571428572467,0.08751652586096108,17.5,17.5,1,08:00-16:00,15.734999999999673
2023-11-17 13:00:00+00:00,2023-11-17 21:00:00+00:00,480.0,2023-11-17,Friday,us,long,1,1980.688,1988.738,1980.405,1971.238,2006.238,session_close,-8.333000000000084,-0.47617142857143335,0.4064244343379651,17.5,17.5,1,13:00-21:00,7.401999999999589
2023-11-20 00:00:00+00:00,2023-11-20 08:00:00+00:00,480.0,2023-11-20,Monday,asian,short,1,1980.398,1973.285,1979.125,1990.785,1955.785,session_close,-5.839999999999918,-0.333714285714281,-0.3591702273987264,17.5,17.5,1,00:00-08:00,1.5619999999996708
2023-11-20 08:00:00+00:00,2023-11-20 16:00:00+00:00,480.0,2023-11-20,Monday,london,short,1,1980.398,1979.125,1971.758,1996.625,1961.625,session_close,7.366999999999962,0.4209714285714264,-0.06428000836195102,17.5,17.5,1,08:00-16:00,8.928999999999633
2023-11-20 13:00:00+00:00,2023-11-20 21:00:00+00:00,480.0,2023-11-20,Monday,us,short,1,1980.398,1972.855,1977.645,1990.355,1955.355,session_close,-4.789999999999964,-0.27371428571428363,-0.3808830346223281,17.5,17.5,1,13:00-21:00,4.138999999999669
2023-11-21 00:00:00+00:00,2023-11-21 08:00:00+00:00,480.0,2023-11-21,Tuesday,asian,long,1,1978.545,1981.465,1992.525,1963.965,1998.965,session_close,11.060000000000173,0.6320000000000099,0.14758319876474102,17.5,17.5,1,00:00-08:00,15.198999999999842
2023-11-21 08:00:00+00:00,2023-11-21 16:00:00+00:00,480.0,2023-11-21,Tuesday,london,long,1,1971.808,1992.525,2004.098,1975.025,2010.025,session_close,11.572999999999865,0.661314285714278,1.0506601048377984,17.5,17.5,1,08:00-16:00,26.771999999999707
2023-11-21 13:00:00+00:00,2023-11-21 15:00:00+00:00,120.0,2023-11-21,Tuesday,us,long,1,1977.755,1989.775,2007.275,1972.275,2007.275,tp_hit,17.5,1.0,0.6077598084697033,17.5,17.5,1,13:00-21:00,44.27199999999971
2023-11-22 00:00:00+00:00,2023-11-22 08:00:00+00:00,480.0,2023-11-22,Wednesday,asian,long,1,1992.335,1998.574,2003.375,1981.074,2016.074,session_close,4.800999999999931,0.27434285714285317,0.3131501479419893,17.5,17.5,1,00:00-08:00,49.07299999999964
2023-11-22 08:00:00+00:00,2023-11-22 16:00:00+00:00,480.0,2023-11-22,Wednesday,london,short,1,2004.128,2003.375,1994.735,2020.875,1985.875,session_close,8.6400000000001,0.49371428571429143,-0.037572450462242384,17.5,17.5,1,08:00-16:00,57.71299999999974
2023-11-22 13:00:00+00:00,2023-11-22 21:00:00+00:00,480.0,2023-11-22,Wednesday,us,long,1,1998.965,2001.725,1989.655,1984.225,2019.225,session_close,-12.069999999999936,-0.6897142857142821,0.13807145197639734,17.5,17.5,1,13:00-21:00,45.6429999999998
2023-11-23 00:00:00+00:00,2023-11-23 08:00:00+00:00,480.0,2023-11-23,Thursday,asian,short,1,2003.608,1990.445,1995.695,2007.945,1972.945,session_close,-5.25,-0.3,-0.6569648354368725,17.5,17.5,1,00:00-08:00,40.3929999999998
2023-11-23 08:00:00+00:00,2023-11-23 16:00:00+00:00,480.0,2023-11-23,Thursday,london,long,1,1994.798,1995.695,1991.915,1978.195,2013.195,session_close,-3.7799999999999727,-0.21599999999999844,0.044966959060513116,17.5,17.5,1,08:00-16:00,36.61299999999983
2023-11-23 13:00:00+00:00,2023-11-23 21:00:00+00:00,480.0,2023-11-23,Thursday,us,long,1,1989.665,1992.534,1992.555,1975.034,2010.034,session_close,0.020999999999958163,0.0011999999999976092,0.14419512832562978,17.5,17.5,1,13:00-21:00,36.63399999999979
2023-11-24 00:00:00+00:00,2023-11-24 08:00:00+00:00,480.0,2023-11-24,Friday,asian,short,1,1996.275,1994.185,1993.205,2011.685,1976.685,session_close,0.9800000000000182,0.05600000000000104,-0.1046949944271278,17.5,17.5,1,00:00-08:00,37.613999999999805
2023-11-24 08:00:00+00:00,2023-11-24 16:00:00+00:00,480.0,2023-11-24,Friday,london,long,1,1992.025,1993.205,1997.705,1975.705,2010.705,session_close,4.5,0.2571428571428571,0.059236204364896836,17.5,17.5,1,08:00-16:00,42.113999999999805
2023-11-24 13:00:00+00:00,2023-11-24 21:00:00+00:00,480.0,2023-11-24,Friday,us,long,1,1992.555,1995.095,2000.505,1977.595,2012.595,session_close,5.410000000000082,0.3091428571428618,0.12747452391527278,17.5,17.5,1,13:00-21:00,47.52399999999989
2023-11-27 00:00:00+00:00,2023-11-27 08:00:00+00:00,480.0,2023-11-27,Monday,asian,long,1,2000.505,2002.208,2011.205,1984.708,2019.708,session_close,8.996999999999844,0.5141142857142768,0.08512850505247298,17.5,17.5,1,00:00-08:00,56.52099999999973
2023-11-27 08:00:00+00:00,2023-11-27 16:00:00+00:00,480.0,2023-11-27,Monday,london,long,1,2000.505,2011.205,2009.645,1993.705,2028.705,session_close,-1.5599999999999454,-0.08914285714285403,0.5348649466009742,17.5,17.5,1,08:00-16:00,54.960999999999785
2023-11-27 13:00:00+00:00,2023-11-27 21:00:00+00:00,480.0,2023-11-27,Monday,us,long,1,2000.505,2013.075,2013.588,1995.575,2030.575,session_close,0.51299999999992,0.02931428571428114,0.6283413438106846,17.5,17.5,1,13:00-21:00,55.473999999999705
2023-11-28 00:00:00+00:00,2023-11-28 08:00:00+00:00,480.0,2023-11-28,Tuesday,asian,long,1,2010.895,2016.255,2013.735,1998.755,2033.755,session_close,-2.520000000000209,-0.14400000000001195,0.2665479798796122,17.5,17.5,1,00:00-08:00,52.953999999999496
2023-11-28 08:00:00+00:00,2023-11-28 15:43:00+00:00,463.0,2023-11-28,Tuesday,london,long,1,2010.245,2013.735,2031.235,1996.235,2031.235,tp_hit,17.5,1.0,0.17361067929531024,17.5,17.5,1,08:00-16:00,70.4539999999995
2023-11-28 13:00:00+00:00,2023-11-28 16:02:00+00:00,182.0,2023-11-28,Tuesday,us,short,1,2014.298,2014.015,2031.515,2031.515,1996.515,sl_hit,-17.5,-1.0,-0.014049559697716117,17.5,17.5,1,13:00-21:00,52.953999999999496
2023-11-28 16:02:00+00:00,2023-11-28 21:00:00+00:00,298.0,2023-11-28,Tuesday,us,short,2,2014.298,2031.515,2041.398,2049.0150000000003,1996.515,session_close,-9.88299999999981,-0.5647428571428463,0.8547394675465149,17.5,35.0,2,13:00-21:00,43.070999999999685
2023-11-29 00:00:00+00:00,2023-11-29 08:00:00+00:00,480.0,2023-11-29,Wednesday,asian,long,1,2013.395,2045.125,2042.745,2027.625,2062.625,session_close,-2.380000000000109,-0.13600000000000623,1.5759451076415716,17.5,17.5,1,00:00-08:00,40.690999999999576
2023-11-29 08:00:00+00:00,2023-11-29 16:00:00+00:00,480.0,2023-11-29,Wednesday,london,long,1,2030.718,2042.745,2042.885,2025.245,2060.245,session_close,0.14000000000010004,0.008000000000005716,0.5922535773061457,17.5,17.5,1,08:00-16:00,40.830999999999676
2023-11-29 13:00:00+00:00,2023-11-29 21:00:00+00:00,480.0,2023-11-29,Wednesday,us,short,1,2041.058,2040.985,2044.698,2058.4849999999997,2023.485,session_close,-3.713000000000193,-0.21217142857143959,-0.003576576461819937,17.5,17.5,1,13:00-21:00,37.11799999999948
2023-11-30 00:00:00+00:00,2023-11-30 08:00:00+00:00,480.0,2023-11-30,Thursday,asian,long,1,2042.295,2044.715,2044.678,2027.215,2062.215,session_close,-0.03699999999980719,-0.0021142857142746963,0.11849414506718398,17.5,17.5,1,00:00-08:00,37.080999999999676
2023-11-30 08:00:00+00:00,2023-11-30 16:00:00+00:00,480.0,2023-11-30,Thursday,london,long,1,2042.935,2044.678,2037.325,2027.178,2062.178,session_close,-7.3530000000000655,-0.4201714285714323,0.0853184266753551,17.5,17.5,1,08:00-16:00,29.72799999999961
2023-11-30 13:00:00+00:00,2023-11-30 21:00:00+00:00,480.0,2023-11-30,Thursday,us,short,1,2044.498,2038.605,2035.375,2056.105,2021.105,session_close,3.230000000000018,0.1845714285714296,-0.28823701466081303,17.5,17.5,1,13:00-21:00,32.95799999999963
2023-12-01 00:00:00+00:00,2023-12-01 08:00:00+00:00,480.0,2023-12-01,Friday,asian,short,1,2044.535,2040.025,2039.678,2057.525,2022.525,session_close,0.34699999999998,0.019828571428570287,-0.2205880554747163,17.5,17.5,1,00:00-08:00,33.30499999999961
2023-12-01 08:00:00+00:00,2023-12-01 16:00:00+00:00,480.0,2023-12-01,Friday,london,long,1,2037.815,2039.678,2046.895,2022.178,2057.178,session_close,7.216999999999871,0.4123999999999926,0.09142144895390683,17.5,17.5,1,08:00-16:00,40.52199999999948
2023-12-01 13:00:00+00:00,2023-12-01 16:04:00+00:00,184.0,2023-12-01,Friday,us,long,1,2036.125,2036.298,2053.798,2018.798,2053.798,tp_hit,17.5,1.0,0.008496531401559424,17.5,17.5,1,13:00-21:00,58.02199999999948
2023-12-04 00:00:00+00:00,2023-12-04 00:26:00+00:00,26.0,2023-12-04,Monday,asian,long,1,2071.668,2118.425,2100.925,2100.925,2135.925,sl_hit,-17.5,-1.0,2.2569736077402394,17.5,17.5,1,00:00-08:00,40.52199999999948
2023-12-04 00:26:00+00:00,2023-12-04 01:38:00+00:00,72.0,2023-12-04,Monday,asian,long,2,2071.668,2100.925,2083.425,2083.425,2135.925,sl_hit,-17.5,-1.0,1.4122436606637772,17.5,35.0,2,00:00-08:00,23.02199999999948
2023-12-04 01:38:00+00:00,2023-12-04 07:55:00+00:00,377.0,2023-12-04,Monday,asian,long,3,2071.668,2083.425,2065.925,2065.925,2135.925,sl_hit,-17.5,-1.0,0.5675137135873153,17.5,52.5,3,00:00-08:00,5.52199999999948
2023-12-04 08:00:00+00:00,2023-12-04 14:22:00+00:00,382.0,2023-12-04,Monday,london,short,1,2071.668,2061.485,2043.9850000000001,2078.985,2043.9850000000001,tp_hit,17.5,1.0,-0.49153628863312043,17.5,17.5,1,08:00-16:00,23.02199999999948
2023-12-04 13:00:00+00:00,2023-12-04 14:11:00+00:00,71.0,2023-12-04,Monday,us,short,1,2071.668,2069.065,2051.565,2086.565,2051.565,tp_hit,17.5,1.0,-0.12564754584229063,17.5,17.5,1,13:00-21:00,40.52199999999948
2023-12-05 00:00:00+00:00,2023-12-05 08:00:00+00:00,480.0,2023-12-05,Tuesday,asian,short,1,2063.395,2034.915,2033.615,2052.415,2017.415,session_close,1.2999999999999545,0.0742857142857117,-1.3802495401995265,17.5,17.5,1,00:00-08:00,41.821999999999434
2023-12-05 08:00:00+00:00,2023-12-05 14:46:00+00:00,406.0,2023-12-05,Tuesday,london,long,1,2022.478,2033.615,2016.115,2016.115,2051.115,sl_hit,-17.5,-1.0,0.550661119675959,17.5,17.5,1,08:00-16:00,24.321999999999434
2023-12-05 13:00:00+00:00,2023-12-05 21:00:00+00:00,480.0,2023-12-05,Tuesday,us,short,1,2026.255,2026.015,2019.458,2043.515,2008.515,session_close,6.557000000000016,0.37468571428571523,-0.011844511179491677,17.5,17.5,1,13:00-21:00,30.87899999999945
2023-12-05 14:46:00+00:00,2023-12-05 16:00:00+00:00,74.0,2023-12-05,Tuesday,london,long,2,2022.478,2016.115,2015.275,1998.615,2051.115,session_close,-0.8399999999999181,-0.047999999999995324,-0.3146140526621331,17.5,35.0,2,08:00-16:00,30.038999999999533
2023-12-06 00:00:00+00:00,2023-12-06 08:00:00+00:00,480.0,2023-12-06,Wednesday,asian,short,1,2032.585,2018.745,2033.575,2036.245,2001.245,session_close,-14.830000000000155,-0.8474285714285803,-0.6809063335604733,17.5,17.5,1,00:00-08:00,15.208999999999378
2023-12-06 08:00:00+00:00,2023-12-06 16:00:00+00:00,480.0,2023-12-06,Wednesday,london,long,1,2016.155,2033.575,2029.295,2016.075,2051.075,session_close,-4.279999999999973,-0.24457142857142702,0.8640208714111799,17.5,17.5,1,08:00-16:00,10.928999999999405
2023-12-06 13:00:00+00:00,2023-12-06 21:00:00+00:00,480.0,2023-12-06,Wednesday,us,long,1,2019.025,2026.145,2026.645,2008.645,2043.645,session_close,0.5,0.02857142857142857,0.3526454600611627,17.5,17.5,1,13:00-21:00,11.428999999999405
2023-12-07 00:00:00+00:00,2023-12-07 08:00:00+00:00,480.0,2023-12-07,Thursday,asian,short,1,2034.015,2027.045,2029.345,2044.545,2009.545,session_close,-2.2999999999999545,-0.13142857142856884,-0.34267200586033175,17.5,17.5,1,00:00-08:00,9.12899999999945
2023-12-07 08:00:00+00:00,2023-12-07 16:00:00+00:00,480.0,2023-12-07,Thursday,london,short,1,2030.195,2029.345,2028.715,2046.845,2011.845,session_close,0.6300000000001091,0.036000000000006235,-0.041867899388970474,17.5,17.5,1,08:00-16:00,9.75899999999956
2023-12-07 13:00:00+00:00,2023-12-07 21:00:00+00:00,480.0,2023-12-07,Thursday,us,long,1,2026.485,2033.155,2029.038,2015.655,2050.6549999999997,session_close,-4.116999999999962,-0.23525714285714067,0.3291413457291849,17.5,17.5,1,13:00-21:00,5.641999999999598
2023-12-08 00:00:00+00:00,2023-12-08 08:00:00+00:00,480.0,2023-12-08,Friday,asian,short,1,2029.505,2027.945,2030.065,2045.445,2010.445,session_close,-2.1200000000001182,-0.1211428571428639,-0.07686603383584532,17.5,17.5,1,00:00-08:00,3.5219999999994798
2023-12-08 08:00:00+00:00,2023-12-08 14:05:00+00:00,365.0,2023-12-08,Friday,london,long,1,2029.205,2030.065,2012.565,2012.565,2047.565,sl_hit,-17.5,-1.0,0.0423811295556697,17.5,17.5,1,08:00-16:00,-13.97800000000052
2023-12-08 13:00:00+00:00,2023-12-08 14:18:00+00:00,78.0,2023-12-08,Friday,us,short,1,2029.265,2026.525,2009.025,2044.025,2009.025,tp_hit,17.5,1.0,-0.1350242575513799,17.5,17.5,1,13:00-21:00,3.5219999999994798
2023-12-08 14:05:00+00:00,2023-12-08 16:00:00+00:00,115.0,2023-12-08,Friday,london,long,2,2029.205,2012.565,2008.385,1995.065,2047.565,session_close,-4.180000000000064,-0.2388571428571465,-0.8200255765188769,17.5,35.0,2,08:00-16:00,-0.6580000000005839
2023-12-11 00:00:00+00:00,2023-12-11 08:00:00+00:00,480.0,2023-12-11,Monday,asian,long,1,2004.418,2007.178,1993.465,1989.678,2024.678,session_close,-13.713000000000193,-0.7836000000000111,0.1376958299117359,17.5,17.5,1,00:00-08:00,-14.371000000000777
2023-12-11 08:00:00+00:00,2023-12-11 16:00:00+00:00,480.0,2023-12-11,Monday,london,short,1,2004.418,1993.465,1982.545,2010.965,1975.965,session_close,10.919999999999845,0.6239999999999911,-0.5464429076170727,17.5,17.5,1,08:00-16:00,-3.4510000000009313
2023-12-11 13:00:00+00:00,2023-12-11 17:52:00+00:00,292.0,2023-12-11,Monday,us,short,1,2004.418,1994.975,1977.475,2012.475,1977.475,tp_hit,17.5,1.0,-0.47110931951319457,17.5,17.5,1,13:00-21:00,14.048999999999069
2023-12-12 00:00:00+00:00,2023-12-12 08:00:00+00:00,480.0,2023-12-12,Tuesday,asian,short,1,1992.725,1982.965,1987.545,2000.465,1965.465,session_close,-4.580000000000155,-0.26171428571429456,-0.48978158049906495,17.5,17.5,1,00:00-08:00,9.468999999998914
2023-12-12 08:00:00+00:00,2023-12-12 16:00:00+00:00,480.0,2023-12-12,Tuesday,london,long,1,1982.245,1987.545,1981.135,1970.045,2005.045,session_close,-6.410000000000082,-0.366285714285719,0.2673736092158226,17.5,17.5,1,08:00-16:00,3.058999999998832
2023-12-12 13:00:00+00:00,2023-12-12 21:00:00+00:00,480.0,2023-12-12,Tuesday,us,long,1,1980.725,1987.915,1979.105,1970.415,2005.415,session_close,-8.809999999999945,-0.5034285714285683,0.36299839705158743,17.5,17.5,1,13:00-21:00,-5.751000000001113
2023-12-13 00:00:00+00:00,2023-12-13 08:00:00+00:00,480.0,2023-12-13,Wednesday,asian,short,1,1987.985,1981.464,1979.275,1998.964,1963.964,session_close,2.188999999999851,0.12508571428570575,-0.3280205836563132,17.5,17.5,1,00:00-08:00,-3.5620000000012624
2023-12-13 08:00:00+00:00,2023-12-13 16:00:00+00:00,480.0,2023-12-13,Wednesday,london,short,1,1981.505,1979.275,1981.498,1996.775,1961.775,session_close,-2.2229999999999563,-0.12702857142856894,-0.11254072031107759,17.5,17.5,1,08:00-16:00,-5.785000000001219
2023-12-13 13:00:00+00:00,2023-12-13 19:05:00+00:00,365.0,2023-12-13,Wednesday,us,long,1,1979.455,1981.495,1998.995,1963.995,1998.995,tp_hit,17.5,1.0,0.10305867018952004,17.5,17.5,1,13:00-21:00,11.714999999998781
2023-12-14 00:00:00+00:00,2023-12-14 08:00:00+00:00,480.0,2023-12-14,Thursday,asian,long,1,1979.185,2032.595,2033.295,2015.095,2050.0950000000003,session_close,0.7000000000000455,0.040000000000002596,2.698585528891947,17.5,17.5,1,00:00-08:00,12.414999999998827
2023-12-14 08:00:00+00:00,2023-12-14 16:00:00+00:00,480.0,2023-12-14,Thursday,london,long,1,1981.795,2033.295,2039.515,2015.795,2050.795,session_close,6.220000000000027,0.355428571428573,2.598654250313478,17.5,17.5,1,08:00-16:00,18.634999999998854
2023-12-14 13:00:00+00:00,2023-12-14 21:00:00+00:00,480.0,2023-12-14,Thursday,us,long,1,2023.845,2038.175,2036.355,2020.675,2055.675,session_close,-1.8199999999999363,-0.10399999999999636,0.7080581763919631,17.5,17.5,1,13:00-21:00,16.814999999998918
2023-12-15 00:00:00+00:00,2023-12-15 08:00:00+00:00,480.0,2023-12-15,Friday,asian,long,1,2032.605,2036.035,2038.185,2018.535,2053.535,session_close,2.1499999999998636,0.12285714285713506,0.16874896991791635,17.5,17.5,1,00:00-08:00,18.96499999999878
2023-12-15 08:00:00+00:00,2023-12-15 16:00:00+00:00,480.0,2023-12-15,Friday,london,short,1,2040.205,2038.185,2034.765,2055.685,2020.685,session_close,3.4199999999998454,0.1954285714285626,-0.09900965834315581,17.5,17.5,1,08:00-16:00,22.384999999998627
