asset,entry_time,exit_time,entry_price,exit_price,direction,session,attempt,status,position_size,risk_amount,pnl,return_pct,holding_time,ref_close,date,day_of_week,duration_minutes
SPYUSD,2022-01-03 00:00:00+00:00,2022-01-03 08:00:00+00:00,474.887,474.887,short,asian,1,session_close,421.15282161862575,1000.0,-0.0,-0.0,0 days 08:00:00,474.887,2022-01-03,Monday,480.0
SPYUSD,2022-01-03 08:00:00+00:00,2022-01-03 14:36:00+00:00,474.887,477.26143499999995,short,london,1,sl_hit,421.15282161862575,1000.0,-1000.0,-0.01,0 days 06:36:00,474.887,2022-01-03,Monday,396.0
SPYUSD,2022-01-03 13:00:00+00:00,2022-01-03 14:36:00+00:00,474.887,477.26143499999995,short,us,1,sl_hit,421.15282161862575,1000.0,-1000.0,-0.01,0 days 01:36:00,474.887,2022-01-03,Monday,96.0
SPYUSD,2022-01-03 14:36:00+00:00,2022-01-03 16:00:00+00:00,477.26143499999995,476.026,short,london,2,session_close,414.86695860939113,989.9999999999999,512.5411610095676,0.005177183444541088,0 days 01:24:00,474.887,2022-01-03,Monday,84.0
SPYUSD,2022-01-03 14:36:00+00:00,2022-01-03 21:00:00+00:00,477.26143499999995,477.756,short,us,2,session_close,414.86695860939113,989.9999999999999,-205.178677384663,-0.002072511892774374,0 days 06:24:00,474.887,2022-01-03,Monday,384.0
SPYUSD,2022-01-04 00:00:00+00:00,2022-01-04 08:00:00+00:00,477.756,477.756,long,asian,1,session_close,418.62373261665005,1000.0,0.0,0.0,0 days 08:00:00,474.887,2022-01-04,Tuesday,480.0
SPYUSD,2022-01-04 08:00:00+00:00,2022-01-04 16:00:00+00:00,477.756,477.157,long,london,1,session_close,416.58311422989846,995.1254116100956,-249.53328542370483,-0.00250755615837369,0 days 08:00:00,476.147,2022-01-04,Tuesday,480.0
SPYUSD,2022-01-04 13:00:00+00:00,2022-01-04 21:00:00+00:00,477.756,477.506,short,us,1,session_close,413.57856865269224,987.9482132261534,103.39464216317306,0.0010465593315416501,0 days 08:00:00,477.756,2022-01-04,Tuesday,480.0
SPYUSD,2022-01-05 00:00:00+00:00,2022-01-05 08:00:00+00:00,477.506,477.506,short,asian,1,session_close,418.8429045917801,1000.0000000000001,-0.0,-0.0,0 days 08:00:00,477.756,2022-01-05,Wednesday,480.0
SPYUSD,2022-01-05 08:00:00+00:00,2022-01-05 16:00:00+00:00,477.506,477.336,short,london,1,session_close,415.75606537127123,992.6300787558587,70.6785311130991,0.0007120329378058547,0 days 08:00:00,477.607,2022-01-05,Wednesday,480.0
SPYUSD,2022-01-05 13:00:00+00:00,2022-01-05 19:05:00+00:00,477.506,475.11846999999995,short,us,1,tp_hit,414.22816033632984,988.982159647785,988.9821596478085,0.010000000000000238,0 days 06:05:00,477.506,2022-01-05,Wednesday,365.0
SPYUSD,2022-01-06 00:00:00+00:00,2022-01-06 08:00:00+00:00,468.426,468.426,short,asian,1,session_close,426.96178265084575,1000.0,-0.0,-0.0,0 days 08:00:00,477.506,2022-01-06,Thursday,480.0
SPYUSD,2022-01-06 08:00:00+00:00,2022-01-06 15:05:00+00:00,468.426,466.08387,short,london,1,tp_hit,424.1168782548427,993.3368640669895,993.3368640670136,0.010000000000000243,0 days 07:05:00,477.296,2022-01-06,Thursday,425.0
SPYUSD,2022-01-06 13:00:00+00:00,2022-01-06 15:05:00+00:00,468.426,466.08387,short,us,1,tp_hit,426.4801617520328,998.8719812442632,998.8719812442874,0.010000000000000243,0 days 02:05:00,468.426,2022-01-06,Thursday,125.0
SPYUSD,2022-01-07 00:00:00+00:00,2022-01-07 08:00:00+00:00,467.946,467.946,short,asian,1,session_close,427.39974270535953,1000.0,-0.0,-0.0,0 days 08:00:00,468.426,2022-01-07,Friday,480.0
SPYUSD,2022-01-07 08:00:00+00:00,2022-01-07 15:49:00+00:00,467.946,465.60627000000005,short,london,1,tp_hit,428.7974393231999,1003.2702327076596,1003.2702327076596,0.01,0 days 07:49:00,468.716,2022-01-07,Friday,469.0
SPYUSD,2022-01-07 13:00:00+00:00,2022-01-07 15:49:00+00:00,467.946,465.60627000000005,short,us,1,tp_hit,431.1868040571848,1008.860701056706,1008.860701056706,0.01,0 days 02:49:00,467.946,2022-01-07,Friday,169.0
SPYUSD,2022-01-10 00:00:00+00:00,2022-01-10 08:00:00+00:00,466.097,466.097,short,asian,1,session_close,429.0952312501561,999.9999999999999,-0.0,-0.0,0 days 08:00:00,466.097,2022-01-10,Monday,480.0
SPYUSD,2022-01-10 08:00:00+00:00,2022-01-10 14:30:00+00:00,466.097,463.76651499999997,short,london,1,tp_hit,434.803457235192,1013.3029350347362,1013.3029350347608,0.010000000000000245,0 days 06:30:00,466.097,2022-01-10,Monday,390.0
SPYUSD,2022-01-10 13:00:00+00:00,2022-01-10 14:30:00+00:00,466.097,463.76651499999997,short,us,1,tp_hit,437.2262889773131,1018.9493080672731,1018.949308067298,0.010000000000000245,0 days 01:30:00,466.097,2022-01-10,Monday,90.0
SPYUSD,2022-01-11 00:00:00+00:00,2022-01-11 08:00:00+00:00,465.466,465.466,short,asian,1,session_close,429.67692591940846,1000.0000000000001,-0.0,-0.0,0 days 08:00:00,466.097,2022-01-11,Tuesday,480.0
SPYUSD,2022-01-11 08:00:00+00:00,2022-01-11 14:41:00+00:00,465.466,463.13867,long,london,1,sl_hit,439.74681905233723,1023.4359643850838,-1023.4359643850838,-0.01,0 days 06:41:00,457.767,2022-01-11,Tuesday,401.0
SPYUSD,2022-01-11 13:00:00+00:00,2022-01-11 14:41:00+00:00,465.466,463.13867,short,us,1,tp_hit,442.1971964216349,1029.1388011479462,1029.1388011479714,0.010000000000000245,0 days 01:41:00,465.466,2022-01-11,Tuesday,101.0
SPYUSD,2022-01-11 14:41:00+00:00,2022-01-11 16:00:00+00:00,463.13867,463.597,long,london,2,session_close,437.53703604202667,1013.201604741233,200.53634972913747,0.0019792344266998424,0 days 01:19:00,457.767,2022-01-11,Tuesday,79.0
SPYUSD,2022-01-12 00:00:00+00:00,2022-01-12 08:00:00+00:00,469.756,469.756,long,asian,1,session_close,425.75294408161255,1000.0,0.0,0.0,0 days 08:00:00,465.466,2022-01-12,Wednesday,480.0
SPYUSD,2022-01-12 08:00:00+00:00,2022-01-12 14:31:00+00:00,469.756,472.10477999999995,long,london,1,tp_hit,432.2273555797199,1015.2069682385244,1015.2069682385244,0.01,0 days 06:31:00,463.426,2022-01-12,Wednesday,391.0
SPYUSD,2022-01-12 13:00:00+00:00,2022-01-12 14:31:00+00:00,469.756,472.10477999999995,short,us,1,sl_hit,442.54046320193294,1039.4301891594257,-1039.4301891594257,-0.01,0 days 01:31:00,469.756,2022-01-12,Wednesday,91.0
SPYUSD,2022-01-12 14:31:00+00:00,2022-01-12 21:00:00+00:00,472.10477999999995,471.086,short,us,2,session_close,435.93538166160585,1029.0358872678316,444.12224812918276,0.004315906312153612,0 days 06:29:00,469.756,2022-01-12,Wednesday,389.0
SPYUSD,2022-01-13 00:00:00+00:00,2022-01-13 08:00:00+00:00,471.086,471.086,long,asian,1,session_close,424.55093125246543,1000.0,0.0,0.0,0 days 08:00:00,469.756,2022-01-13,Thursday,480.0
SPYUSD,2022-01-13 08:00:00+00:00,2022-01-13 16:00:00+00:00,471.086,470.216,long,london,1,session_close,435.3171344174542,1025.3590379209097,-378.72590694318717,-0.0036935931018964685,0 days 08:00:00,470.726,2022-01-13,Thursday,480.0
SPYUSD,2022-01-13 13:00:00+00:00,2022-01-13 17:15:00+00:00,471.086,468.73057,short,us,1,tp_hit,438.76366937210736,1033.4771097491234,1033.4771097491484,0.010000000000000243,0 days 04:15:00,471.086,2022-01-13,Thursday,255.0
SPYUSD,2022-01-14 00:00:00+00:00,2022-01-14 08:00:00+00:00,464.687,464.687,short,asian,1,session_close,430.3972351281688,1000.0,-0.0,-0.0,0 days 08:00:00,471.086,2022-01-14,Friday,480.0
SPYUSD,2022-01-14 08:00:00+00:00,2022-01-14 14:30:00+00:00,464.687,462.363565,short,london,1,tp_hit,439.6816691026411,1021.5717788514777,1021.5717788515027,0.010000000000000245,0 days 06:30:00,469.937,2022-01-14,Friday,390.0
SPYUSD,2022-01-14 13:00:00+00:00,2022-01-14 14:30:00+00:00,464.687,462.363565,short,us,1,tp_hit,449.25374751031654,1043.8118808466147,1043.8118808466402,0.010000000000000245,0 days 01:30:00,464.687,2022-01-14,Friday,90.0
SPYUSD,2022-01-17 00:00:00+00:00,2022-01-17 08:00:00+00:00,464.917,464.917,short,asian,1,session_close,430.1843124686853,1000.0,-0.0,-0.0,0 days 08:00:00,464.917,2022-01-17,Monday,480.0
SPYUSD,2022-01-17 08:00:00+00:00,2022-01-17 16:00:00+00:00,464.917,464.917,short,london,1,session_close,443.85879485586116,1031.7874966399927,-0.0,-0.0,0 days 08:00:00,464.917,2022-01-17,Monday,480.0
SPYUSD,2022-01-17 13:00:00+00:00,2022-01-17 21:00:00+00:00,464.917,464.917,short,us,1,session_close,453.5218112717328,1054.2499996550812,-0.0,-0.0,0 days 08:00:00,464.917,2022-01-17,Monday,480.0
SPYUSD,2022-01-18 00:00:00+00:00,2022-01-18 08:00:00+00:00,464.917,464.917,short,asian,1,session_close,430.1843124686853,1000.0,-0.0,-0.0,0 days 08:00:00,464.917,2022-01-18,Tuesday,480.0
SPYUSD,2022-01-18 08:00:00+00:00,2022-01-18 14:30:00+00:00,464.917,462.59241499999996,short,london,1,tp_hit,443.85879485586116,1031.7874966399927,1031.787496640018,0.010000000000000245,0 days 06:30:00,464.917,2022-01-18,Tuesday,390.0
SPYUSD,2022-01-18 13:00:00+00:00,2022-01-18 14:30:00+00:00,464.917,462.59241499999996,short,us,1,tp_hit,453.5218112717328,1054.2499996550812,1054.249999655107,0.010000000000000247,0 days 01:30:00,464.917,2022-01-18,Tuesday,90.0
SPYUSD,2022-01-19 00:00:00+00:00,2022-01-19 08:00:00+00:00,456.506,456.506,short,asian,1,session_close,438.110342470864,1000.0,-0.0,-0.0,0 days 08:00:00,464.917,2022-01-19,Wednesday,480.0
